"","filename","type","mood","do","sbj_type","adj","infl","k-class","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"8754","129_111_f1600","aff","decl","hv","conNSR","no-adj","no-infl","other",0.14,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8755","129_111_f1600","aff","decl","hv","conNSR","no-adj","infl","other",0.14,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8762","129_111_f1600","aff","decl","no","1sg","adj","no-infl","other",0.15,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8766","130_112_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.3,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8769","130_112_f1600","aff","decl","no","1sg","adj","no-infl","other",0.4,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8770","130_112_f1600","aff","decl","hv","2p","adj","no-infl","other",0.4,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8771","130_112_f1600","neg","decl","no","2p","adj","no-infl","other",0.4,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8773","130_112_f1600","aff","decl","be","1sg","adj","no-infl","other",0.5,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8780","130_112_f1600","aff","decl","be","NP","no-adj","infl","other",0.8,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8782","130_112_f1600","aff","decl","no","2p","adj","no-infl","k-class",0.1,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8783","130_112_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.11,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8785","130_112_f1600","aff","decl","no","1sg","adj","no-infl","other",0.11,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8786","130_112_f1600","aff","decl","hv","NP","adj","infl","other",0.12,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8789","130_112_f1600","aff","decl","no","1sg","adj","no-infl","other",0.12,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8794","130_112_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.15,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8796","130_112_f1600","aff","decl","no","pl","adj","no-infl","other",0.16,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8798","130_112_f1600","aff","decl","no","1sg","adj","no-infl","other",0.17,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8800","130_112_f1600","aff","decl","no","1sg","adj","no-infl","other",0.18,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8802","130_112_f1600","aff","decl","no","NP","adj","infl","other",0.19,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8803","130_112_f1600","aff","decl","be","3sg","adj","infl","other",0.19,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8804","130_112_f1600","aff","decl","no","3sg","adj","infl","other",0.2,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8806","130_112_f1600","aff","decl","be","NP","adj","infl","other",0.21,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8807","130_112_f1600","aff","decl","be","3sg","adj","infl","other",0.21,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8808","130_112_f1600","aff","decl","no","1sg","adj","no-infl","other",0.22,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8809","130_112_f1600","aff","decl","no","NP","adj","no-infl","other",0.22,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8810","130_112_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.23,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8813","130_112_f1600","aff","decl","be","NP","no-adj","infl","other",0.25,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8815","130_112_f1600","aff","decl","be","1sg","adj","no-infl","other",0.25,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8816","131_113_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.2,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8818","131_113_f1600","aff","decl","no","3sg","adj","no-infl","other",0.2,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8819","131_113_f1600","aff","decl","no","pl","adj","no-infl","other",0.2,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8821","131_113_f1600","aff","decl","be","NP","adj","infl","other",0.4,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8827","131_113_f1600","aff","decl","no","1sg","adj","no-infl","other",0.6,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8829","131_113_f1600","aff","decl","no","1sg","adj","no-infl","other",0.7,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8830","131_113_f1600","aff","decl","be","3sg","adj","no-infl","other",0.7,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8837","132_114_f1600","aff","decl","be","NP","no-adj","infl","other",0.3,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8839","132_114_f1600","aff","decl","no","1sg","adj","no-infl","other",0.4,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8841","132_114_f1600","aff","decl","be","NP","adj","infl","other",0.4,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8843","132_114_f1600","aff","decl","hv","2p","adj","no-infl","other",0.5,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8849","132_114_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.6,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8858","132_114_f1600","aff","decl","no","1sg","adj","no-infl","other",0.9,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8863","132_114_f1600","aff","decl","be","NP","adj","no-infl","other",0.1,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8865","132_114_f1600","aff","decl","be","3sg","adj","infl","other",0.1,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8866","132_114_f1600","aff","decl","no","3sg","adj","infl","other",0.1,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8868","132_114_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.11,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8880","132_114_f1600","aff","decl","no","1sg","adj","no-infl","other",0.15,"1640","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8883","133_115_f1600","aff","decl","no","plNP","no-adj","infl","other",0.2,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8884","133_115_f1600","aff","decl","hv","NP","adj","infl","other",0.2,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8890","133_115_f1600","aff","decl","no","1sg","adj","no-infl","other",0.3,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8894","134_116_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8896","134_116_f1600","aff","decl","be","pl","adj","no-infl","other",0.2,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8904","134_116_f1600","aff","decl","hv","pl","adj","no-infl","other",0.2,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8908","134_116_f1600","neg","decl","be","3sg","adj","no-infl","other",0.3,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8909","134_116_f1600","aff","decl","be","1sg","adj","no-infl","other",0.3,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8913","134_116_f1600","aff","decl","be","1sg","adj","no-infl","other",0.3,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8918","134_116_f1600","aff","decl","be","NP","no-adj","no-infl","other",0.4,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8924","134_116_f1600","aff","decl","no","NP","no-adj","no-infl","other",0.5,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8930","134_116_f1600","aff","decl","hv","NP","adj","infl","other",0.5,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8932","134_116_f1600","aff","decl","no","conNO","no-adj","no-infl","other",0.5,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8936","134_116_f1600","aff","decl","no","NP","adj","no-infl","other",0.6,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8938","135_117_f1600","aff","decl","be","NP","no-adj","infl","other",0.2,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8945","135_117_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.3,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8947","135_117_f1600","aff","decl","be","NP","adj","infl","other",0.4,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8952","135_117_f1600","aff","decl","hv","NP","no-adj","infl","other",0.7,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8953","135_117_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.8,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8956","135_117_f1600","neg","decl","no","pl","adj","no-infl","other",0.9,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8958","135_117_f1600","aff","decl","no","3sg","adj","no-infl","k-class",0.1,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8960","135_117_f1600","aff","decl","hv","3sg","adj","infl","other",0.1,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8964","135_117_f1600","aff","decl","no","pl","adj","no-infl","other",0.11,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8965","135_117_f1600","aff","decl","be","NP","no-adj","infl","other",0.12,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8969","135_117_f1600","aff","decl","no","pl","adj","no-infl","other",0.14,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8972","135_117_f1600","aff","decl","be","plNP","weak-adj","no-infl","other",0.16,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8973","135_117_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.17,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8975","135_117_f1600","aff","decl","no","conNSR","no-adj","no-infl","other",0.18,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8976","135_117_f1600","aff","decl","no","pl","adj","no-infl","other",0.18,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8977","135_117_f1600","aff","decl","be","NP","no-adj","infl","other",0.19,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8978","135_117_f1600","aff","decl","be","1sg","adj","no-infl","other",0.19,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8985","135_117_f1600","aff","decl","yes","pl","adj","no-infl","other",0.23,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8986","135_117_f1600","neg","decl","no","1sg","adj","no-infl","k-class",0.24,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8987","135_117_f1600","aff","decl","be","plNP","adj","no-infl","other",0.24,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8988","135_117_f1600","aff","decl","hv","NP","no-adj","no-infl","other",0.25,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8989","135_117_f1600","aff","decl","be","pl","adj","no-infl","other",0.25,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8992","135_117_f1600","aff","decl","be","3sg","adj","infl","other",0.26,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8994","135_117_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.27,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"8995","135_117_f1600","aff","decl","no","1sg","adj","no-infl","other",0.27,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"9002","136_118_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.3,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"9007","136_118_f1600","aff","decl","be","1sg","adj","no-infl","other",0.4,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"9011","136_118_f1600","aff","decl","be","1sg","adj","no-infl","other",0.5,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"9013","136_118_f1600","aff","decl","no","2p","adj","no-infl","other",0.5,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"9014","136_118_f1600","aff","decl","no","conNSR","no-adj","no-infl","other",0.5,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
"9015","136_118_f1600","neg","decl","no","2p","adj","no-infl","k-class",0.5,"1600","AnneVilliers,CountessofMorton","female","South-East","Lothian","unspecified","unspecified"
